"nfc_id","date_of_charge","time_of_charge","service_id"
"1048","2021-03-02","18:18:44","1"
"1048","2021-03-03","20:56:15","1"
"1048","2021-03-04","12:07:43","1"
"1048","2021-03-04","21:23:33","1"
"1050","2021-09-09","13:11:47","1"
"1050","2021-09-09","14:44:01","1"
"1050","2021-09-10","13:17:39","1"
"1050","2021-09-10","14:17:17","1"
"1050","2021-09-10","17:50:36","1"
"1050","2021-09-10","22:09:47","1"
"1050","2021-09-11","15:54:53","1"
"1050","2021-09-12","17:50:07","1"
"1050","2021-09-12","18:47:00","1"
"1050","2021-09-12","22:21:57","1"
"1053","2020-11-04","18:27:34","6"
"1053","2020-11-04","20:13:35","6"
"1053","2020-11-05","14:51:04","6"
"1053","2020-11-05","15:39:41","6"
"1053","2020-11-05","22:32:04","6"
"1053","2020-11-07","12:29:19","6"
"1053","2020-11-07","13:22:33","6"
"1053","2020-11-07","13:35:13","6"
"1053","2020-11-07","17:56:05","6"
"1053","2020-11-08","17:41:28","6"
"1055","2020-07-21","14:43:08","1"
"1055","2020-07-21","15:21:16","1"
"1055","2020-07-21","19:09:16","1"
"1055","2020-07-21","21:22:44","1"
"1055","2020-07-22","16:48:15","1"
"1055","2020-07-22","18:25:37","1"
"1055","2020-07-22","21:57:40","1"
"1055","2020-07-23","13:13:56","1"
"1055","2020-07-23","18:46:03","1"
"1055","2020-07-24","21:55:56","1"
"1056","2020-05-24","16:25:11","1"
"1056","2020-05-24","20:12:19","1"
"1056","2020-05-25","14:10:14","1"
"1056","2020-05-25","21:05:05","1"
"1056","2020-05-25","23:07:34","1"
"1056","2020-05-26","22:47:01","1"
"1056","2020-05-27","11:35:41","1"
"1056","2020-05-27","14:29:15","1"
"1056","2020-05-27","21:20:53","1"
"1056","2020-05-28","11:58:50","1"
"1056","2021-11-14","11:43:01","6"
"1056","2021-11-14","13:39:41","6"
"1056","2021-11-14","21:07:03","6"
"1056","2021-11-16","14:32:04","6"
"1056","2021-11-17","14:18:15","6"
"1056","2021-11-17","16:01:45","6"
"1056","2021-11-17","17:16:13","6"
"1056","2021-11-17","18:48:47","6"
"1056","2021-11-18","12:34:45","6"
"1056","2021-11-18","16:53:40","6"
"1058","2020-05-10","10:14:18","6"
"1058","2020-05-10","13:14:31","6"
"1058","2020-05-10","20:24:05","6"
"1058","2020-05-10","21:36:14","6"
"1058","2020-05-10","21:50:38","6"
"1058","2020-05-10","22:20:33","6"
"1058","2020-05-11","17:18:56","6"
"1058","2020-05-11","20:28:08","6"
"1058","2020-05-12","13:30:12","6"
"1058","2020-05-12","21:50:57","6"
"1058","2021-05-21","15:21:37","1"
"1058","2021-05-22","13:07:10","1"
"1058","2021-05-23","10:11:46","1"
"1058","2021-05-23","11:58:36","1"
"1058","2021-05-23","17:56:46","1"
"1058","2021-05-24","10:14:29","1"
"1058","2021-05-24","16:31:29","1"
"1058","2021-05-25","14:26:48","1"
"1058","2021-05-25","15:47:40","1"
"1058","2021-05-25","22:52:09","1"
"1058","2021-09-07","10:35:23","4"
"1058","2021-09-07","11:26:06","4"
"1058","2021-09-07","16:13:49","4"
"1058","2021-09-08","12:55:32","4"
"1058","2021-09-09","12:32:47","4"
"1058","2021-09-09","17:30:01","4"
"1058","2021-09-09","18:01:49","4"
"1058","2021-09-10","16:52:53","4"
"1058","2021-09-11","12:21:22","4"
"1058","2021-09-11","15:11:48","4"
"1059","2020-08-25","19:28:12","1"
"1059","2020-08-25","22:04:16","1"
"1059","2020-08-26","17:50:49","1"
"1059","2020-08-26","19:17:09","1"
"1059","2020-08-26","20:28:18","1"
"1059","2020-08-26","20:58:14","1"
"1059","2020-08-27","10:40:13","1"
"1059","2020-08-27","20:20:01","1"
"1059","2020-08-28","13:20:07","1"
"1059","2020-09-01","10:56:33","1"
"1059","2021-07-13","11:02:48","6"
"1059","2021-07-13","13:32:55","6"
"1059","2021-07-13","22:36:16","6"
"1059","2021-07-14","20:47:53","6"
"1059","2021-07-14","23:37:01","6"
"1059","2021-07-15","19:55:41","6"
"1059","2021-07-16","12:11:05","6"
"1059","2021-07-17","15:54:32","6"
"1059","2021-07-17","18:19:46","6"
"1059","2021-07-17","23:07:55","6"
"1060","2020-05-25","13:53:45","6"
"1060","2020-05-26","11:50:15","6"
"1060","2020-05-26","12:15:55","6"
"1060","2020-05-26","13:56:48","6"
"1060","2020-05-26","14:04:15","6"
"1060","2020-05-27","14:14:42","6"
"1060","2020-05-27","19:07:27","6"
"1060","2020-05-27","23:06:25","6"
"1060","2020-05-28","20:23:08","6"
"1060","2020-06-01","11:37:17","6"
"1060","2021-03-24","20:28:34","1"
"1060","2021-03-24","21:47:35","1"
"1060","2021-03-24","22:24:57","1"
"1060","2021-03-26","18:04:08","1"
"1060","2021-03-26","21:05:04","1"
"1060","2021-03-26","23:03:47","1"
"1060","2021-03-27","21:20:28","1"
"1060","2021-03-28","17:47:35","1"
"1060","2021-03-28","19:51:19","1"
"1060","2021-03-28","22:19:07","1"
"1063","2020-11-17","23:42:34","6"
"1063","2020-11-18","22:34:52","6"
"1063","2020-11-18","23:38:24","6"
"1063","2020-11-18","23:40:13","6"
"1063","2020-11-19","10:57:51","6"
"1063","2020-11-19","11:35:58","6"
"1063","2020-11-19","12:18:37","6"
"1063","2020-11-19","15:03:13","6"
"1063","2020-11-19","18:26:54","6"
"1063","2020-11-21","21:31:22","6"
"1065","2020-01-27","23:35:04","5"
"1065","2020-01-28","11:26:26","5"
"1065","2020-01-28","15:53:40","5"
"1065","2020-02-01","13:21:09","5"
"1065","2021-10-02","12:53:50","6"
"1065","2021-10-02","14:23:43","6"
"1065","2021-10-03","21:51:36","6"
"1065","2021-10-03","22:42:07","6"
"1065","2021-10-04","11:08:14","6"
"1065","2021-10-04","20:15:23","6"
"1065","2021-10-05","12:41:58","6"
"1065","2021-10-05","16:14:32","6"
"1065","2021-10-06","15:20:15","6"
"1065","2021-10-06","23:25:37","6"
"1066","2021-08-03","15:48:02","1"
"1066","2021-08-03","16:43:54","1"
"1066","2021-08-04","19:39:45","1"
"1066","2021-08-04","19:49:01","1"
"1066","2021-08-04","21:14:27","1"
"1066","2021-08-05","16:19:33","1"
"1066","2021-08-05","20:18:21","1"
"1066","2021-08-06","16:42:05","1"
"1066","2021-08-06","23:37:15","1"
"1066","2021-08-07","18:27:19","1"
"1067","2020-09-21","12:42:54","4"
"1067","2020-09-21","19:21:56","4"
"1067","2020-09-21","23:33:10","4"
"1067","2020-09-23","15:14:25","4"
"1067","2020-09-23","16:46:52","4"
"1067","2020-09-23","19:09:16","4"
"1067","2020-09-25","15:28:00","4"
"1067","2020-09-25","16:22:18","4"
"1067","2020-09-25","19:29:03","4"
"1067","2020-09-25","21:56:42","4"
"1067","2020-09-26","13:39:21","6"
"1067","2020-09-26","14:25:25","6"
"1067","2020-09-26","19:13:43","6"
"1067","2020-09-27","23:32:18","6"
"1067","2020-09-28","15:30:27","6"
"1067","2020-10-01","16:49:58","6"
"1067","2020-10-02","10:52:26","6"
"1067","2020-10-02","16:26:45","6"
"1067","2020-10-02","18:41:28","6"
"1067","2020-10-02","22:10:56","6"
"1069","2021-11-16","14:54:38","6"
"1069","2021-11-17","14:40:01","6"
"1069","2021-11-17","21:15:52","6"
"1069","2021-11-17","21:22:33","6"
"1069","2021-11-18","12:38:47","6"
"1069","2021-11-18","20:36:53","6"
"1069","2021-11-18","23:00:14","6"
"1069","2021-11-19","10:49:55","6"
"1069","2021-11-19","22:09:31","6"
"1069","2021-11-19","22:11:05","6"
"1070","2021-08-08","20:22:15","1"
"1070","2021-08-09","10:08:58","1"
"1070","2021-08-10","16:04:51","1"
"1070","2021-08-11","12:18:04","1"
"1070","2021-08-11","12:30:21","1"
"1070","2021-08-11","15:33:29","1"
"1070","2021-08-11","18:13:12","1"
"1070","2021-08-11","19:57:32","1"
"1070","2021-08-11","23:42:23","1"
"1070","2021-08-12","20:00:08","1"
"1072","2021-04-03","17:29:09","5"
"1072","2021-04-04","21:24:04","5"
"1072","2021-04-05","17:06:16","5"
"1072","2021-04-07","19:06:46","5"
"1072","2021-11-08","10:19:08","4"
"1072","2021-11-08","17:21:01","4"
"1072","2021-11-08","23:08:43","4"
"1072","2021-11-09","12:11:09","4"
"1072","2021-11-11","18:16:05","4"
"1072","2021-11-11","18:38:33","4"
"1072","2021-11-11","19:29:07","4"
"1072","2021-11-11","19:40:41","4"
"1072","2021-11-12","12:08:41","4"
"1072","2021-11-12","17:31:41","4"
"1074","2020-09-09","13:51:47","6"
"1074","2020-09-09","17:46:31","6"
"1074","2020-09-09","20:34:38","6"
"1074","2020-09-10","11:13:37","6"
"1074","2020-09-10","17:42:16","6"
"1074","2020-09-10","22:51:04","6"
"1074","2020-09-11","11:26:14","6"
"1074","2020-09-12","13:17:53","6"
"1074","2020-09-12","19:06:18","6"
"1074","2020-09-13","13:44:52","6"
"1075","2020-01-06","17:25:43","4"
"1075","2020-01-06","19:35:35","4"
"1075","2020-01-07","11:47:13","4"
"1075","2020-01-07","18:00:01","4"
"1075","2020-01-07","19:42:53","4"
"1075","2020-01-07","21:34:24","4"
"1075","2020-01-07","22:07:37","4"
"1075","2020-01-09","20:44:20","4"
"1075","2020-01-10","14:47:32","4"
"1075","2020-01-10","20:01:39","4"
"1075","2021-11-02","13:01:51","5"
"1075","2021-11-03","12:17:54","5"
"1075","2021-11-03","18:24:54","5"
"1075","2021-11-04","12:38:15","5"
"1076","2021-02-12","15:46:23","1"
"1076","2021-02-12","16:11:00","1"
"1076","2021-02-12","19:39:32","1"
"1076","2021-02-13","11:37:10","1"
"1076","2021-02-13","17:46:12","1"
"1076","2021-02-14","16:23:46","1"
"1076","2021-02-14","17:45:24","1"
"1076","2021-02-15","12:21:21","1"
"1076","2021-02-15","21:19:55","1"
"1076","2021-02-15","21:29:50","1"
"1078","2021-06-26","17:37:42","5"
"1078","2021-06-26","23:42:11","5"
"1078","2021-06-27","12:12:44","5"
"1078","2021-06-28","12:35:33","5"
"1080","2020-11-27","12:19:16","6"
"1080","2020-11-27","13:53:11","6"
"1080","2020-11-27","16:34:47","6"
"1080","2020-11-28","11:02:34","6"
"1080","2020-12-01","12:22:19","6"
"1080","2020-12-01","13:31:00","6"
"1080","2020-12-01","16:07:53","6"
"1080","2020-12-02","19:36:04","6"
"1080","2020-12-03","17:32:53","6"
"1080","2020-12-03","22:06:57","6"
"1082","2021-02-05","15:28:24","6"
"1082","2021-02-06","13:04:21","6"
"1082","2021-02-06","14:19:04","6"
"1082","2021-02-06","22:36:00","6"
"1082","2021-02-07","12:25:47","6"
"1082","2021-02-07","18:39:58","6"
"1082","2021-02-08","19:02:41","6"
"1082","2021-02-08","22:39:12","6"
"1082","2021-02-09","17:43:52","6"
"1082","2021-02-09","18:37:16","6"
"1085","2021-07-11","14:31:48","1"
"1085","2021-07-12","14:03:49","1"
"1085","2021-07-12","17:13:23","1"
"1085","2021-07-12","18:28:48","1"
"1085","2021-07-12","21:42:57","1"
"1085","2021-07-13","13:43:00","1"
"1085","2021-07-14","11:25:53","1"
"1085","2021-07-14","18:21:58","1"
"1085","2021-07-15","11:36:37","1"
"1085","2021-07-15","21:34:39","1"
"1087","2020-05-06","10:29:52","5"
"1087","2020-05-06","17:57:32","5"
"1087","2020-05-08","23:01:33","5"
"1087","2020-05-09","19:24:25","5"
"1087","2021-02-09","11:18:14","6"
"1087","2021-02-09","16:33:49","6"
"1087","2021-02-09","20:15:35","6"
"1087","2021-02-09","21:04:51","6"
"1087","2021-02-10","13:35:35","6"
"1087","2021-02-10","18:35:12","6"
"1087","2021-02-10","21:08:29","6"
"1087","2021-02-11","12:40:04","6"
"1087","2021-02-12","16:38:18","6"
"1087","2021-02-12","17:50:07","6"
"1088","2020-10-26","17:57:26","4"
"1088","2020-10-27","12:44:23","4"
"1088","2020-10-27","17:00:00","4"
"1088","2020-10-27","18:22:02","4"
"1088","2020-10-27","20:41:43","4"
"1088","2020-10-28","12:27:35","4"
"1088","2020-10-28","15:51:48","4"
"1088","2020-10-28","19:47:36","4"
"1088","2020-11-01","10:39:40","4"
"1088","2020-11-01","17:47:02","4"
"1088","2021-11-12","14:40:42","1"
"1088","2021-11-12","17:00:03","1"
"1088","2021-11-13","14:00:18","1"
"1088","2021-11-13","17:23:01","1"
"1088","2021-11-13","17:26:18","1"
"1088","2021-11-14","11:58:22","1"
"1088","2021-11-14","15:15:41","1"
"1088","2021-11-15","14:29:26","1"
"1088","2021-11-15","16:12:47","1"
"1088","2021-11-15","17:22:18","1"
"1091","2021-06-22","10:25:08","6"
"1091","2021-06-22","20:34:22","6"
"1091","2021-06-23","14:03:23","6"
"1091","2021-06-23","16:12:52","6"
"1091","2021-06-23","18:07:38","6"
"1091","2021-06-23","22:01:17","6"
"1091","2021-06-24","14:16:51","6"
"1091","2021-06-24","16:46:14","6"
"1091","2021-06-24","22:55:14","6"
"1091","2021-06-25","21:04:56","6"
"1095","2020-07-04","11:07:26","1"
"1095","2020-07-04","16:24:47","1"
"1095","2020-07-04","19:25:42","1"
"1095","2020-07-05","15:14:40","1"
"1095","2020-07-05","15:36:08","1"
"1095","2020-07-06","17:52:10","1"
"1095","2020-07-06","21:28:37","1"
"1095","2020-07-06","21:31:16","1"
"1095","2020-07-07","13:22:18","1"
"1095","2020-07-07","19:56:06","1"
"1095","2021-04-16","13:28:22","5"
"1095","2021-04-18","18:52:06","5"
"1095","2021-04-18","20:24:43","5"
"1095","2021-04-19","20:17:39","5"
"1097","2020-06-07","10:35:09","1"
"1097","2020-06-07","13:14:57","1"
"1097","2020-06-07","17:41:32","1"
"1097","2020-06-07","23:16:19","1"
"1097","2020-06-08","23:53:01","1"
"1097","2020-06-09","14:40:26","1"
"1097","2020-06-09","20:31:41","1"
"1097","2020-06-10","13:34:46","1"
"1097","2020-06-11","14:13:48","1"
"1097","2020-06-11","20:06:24","1"
"1099","2020-10-21","11:37:17","6"
"1099","2020-10-22","10:10:13","6"
"1099","2020-10-22","13:02:45","6"
"1099","2020-10-22","14:53:40","6"
"1099","2020-10-23","10:00:45","6"
"1099","2020-10-23","15:15:27","6"
"1099","2020-10-23","17:28:43","6"
"1099","2020-10-23","19:52:49","6"
"1099","2020-10-25","17:16:25","6"
"1099","2020-10-25","23:40:26","6"
"1100","2021-08-16","11:37:22","6"
"1100","2021-08-16","18:22:16","6"
"1100","2021-08-17","12:17:31","6"
"1100","2021-08-17","12:40:53","6"
"1100","2021-08-17","13:48:27","6"
"1100","2021-08-17","16:05:12","6"
"1100","2021-08-17","19:32:26","6"
"1100","2021-08-18","10:08:13","6"
"1100","2021-08-18","14:49:39","6"
"1100","2021-08-18","23:19:09","6"
"1101","2020-02-13","12:56:35","1"
"1101","2020-02-13","13:19:28","1"
"1101","2020-02-13","14:53:49","1"
"1101","2020-02-13","17:12:27","1"
"1101","2020-02-14","18:01:10","1"
"1101","2020-02-15","12:31:54","1"
"1101","2020-02-15","20:01:23","1"
"1101","2020-02-15","21:37:27","1"
"1101","2020-02-15","22:49:32","1"
"1101","2020-02-16","16:10:41","1"
"1103","2021-02-14","15:52:48","6"
"1103","2021-02-15","18:53:38","6"
"1103","2021-02-15","22:05:40","6"
"1103","2021-02-16","10:02:56","6"
"1103","2021-02-16","12:33:56","6"
"1103","2021-02-16","15:51:14","6"
"1103","2021-02-16","22:16:37","6"
"1103","2021-02-17","12:50:12","6"
"1103","2021-02-17","16:44:47","6"
"1103","2021-02-17","18:35:11","6"
"1106","2020-11-13","14:30:48","1"
"1106","2020-11-13","17:28:33","1"
"1106","2020-11-13","18:29:32","1"
"1106","2020-11-13","21:07:04","1"
"1106","2020-11-14","16:25:00","1"
"1106","2020-11-14","22:26:05","1"
"1106","2020-11-16","19:28:38","1"
"1106","2020-11-17","12:18:19","1"
"1106","2020-11-17","23:35:01","1"
"1106","2020-11-17","23:48:12","1"
"1107","2021-08-28","14:21:02","6"
"1107","2021-08-28","15:46:38","6"
"1107","2021-08-28","22:54:10","6"
"1107","2021-09-01","11:32:25","6"
"1107","2021-09-01","18:35:54","6"
"1107","2021-09-02","10:31:56","6"
"1107","2021-09-02","10:53:08","6"
"1107","2021-09-03","15:40:50","6"
"1107","2021-09-03","16:15:11","6"
"1107","2021-09-04","23:06:00","6"
"1109","2021-10-28","12:32:06","5"
"1109","2021-11-02","10:49:29","5"
"1109","2021-11-03","12:51:58","5"
"1109","2021-11-03","20:23:53","5"
"1111","2020-01-06","10:17:14","6"
"1111","2020-01-06","10:23:52","6"
"1111","2020-01-06","11:39:50","6"
"1111","2020-01-06","12:23:21","6"
"1111","2020-01-06","15:39:19","6"
"1111","2020-01-08","11:38:05","6"
"1111","2020-01-08","12:27:20","6"
"1111","2020-01-09","14:13:44","6"
"1111","2020-01-09","17:14:22","6"
"1111","2020-01-10","14:35:57","6"
"1112","2020-04-25","11:43:47","1"
"1112","2020-04-25","19:13:32","1"
"1112","2020-04-26","10:47:06","1"
"1112","2020-04-26","11:51:00","1"
"1112","2020-04-26","14:02:16","1"
"1112","2020-04-26","16:15:51","1"
"1112","2020-04-27","11:52:52","1"
"1112","2020-04-27","13:53:43","1"
"1112","2020-04-27","23:45:06","1"
"1112","2020-04-28","13:05:30","1"
"1112","2020-09-01","15:00:37","5"
"1112","2020-09-02","19:18:46","5"
"1112","2020-09-03","12:33:50","5"
"1112","2020-09-03","19:42:40","5"
"1114","2021-10-23","12:25:52","4"
"1114","2021-10-23","12:55:35","4"
"1114","2021-10-23","13:52:39","4"
"1114","2021-10-23","21:05:16","4"
"1114","2021-10-23","21:46:54","4"
"1114","2021-10-25","18:49:07","4"
"1114","2021-10-25","19:16:17","4"
"1114","2021-10-25","20:51:16","4"
"1114","2021-10-26","16:57:28","4"
"1114","2021-10-26","18:51:13","4"
"1115","2020-05-18","11:15:49","1"
"1115","2020-05-18","15:37:45","1"
"1115","2020-05-19","15:40:37","1"
"1115","2020-05-19","20:06:01","1"
"1115","2020-05-19","20:20:15","1"
"1115","2020-05-19","23:10:26","1"
"1115","2020-05-19","23:22:31","1"
"1115","2020-05-20","13:23:12","1"
"1115","2020-05-21","20:08:24","1"
"1115","2020-05-22","14:20:40","1"
"1115","2021-08-08","16:02:10","4"
"1115","2021-08-08","19:29:49","4"
"1115","2021-08-10","20:09:37","4"
"1115","2021-08-11","12:47:23","4"
"1115","2021-08-11","13:04:33","4"
"1115","2021-08-12","11:07:55","4"
"1115","2021-08-12","12:04:28","4"
"1115","2021-08-12","21:58:48","4"
"1115","2021-08-12","23:00:43","4"
"1115","2021-08-12","23:07:04","4"
"1116","2021-10-06","12:00:12","6"
"1116","2021-10-06","12:07:39","6"
"1116","2021-10-06","14:18:43","6"
"1116","2021-10-08","11:22:15","6"
"1116","2021-10-08","23:02:48","6"
"1116","2021-10-10","13:17:02","6"
"1116","2021-10-10","13:24:03","6"
"1116","2021-10-10","15:20:04","6"
"1116","2021-10-10","15:56:17","6"
"1116","2021-10-10","23:14:40","6"
"1122","2021-05-25","15:33:05","5"
"1122","2021-05-25","16:14:29","5"
"1122","2021-05-26","22:23:46","5"
"1122","2021-05-26","22:34:43","5"
"1124","2020-07-18","10:18:36","4"
"1124","2020-07-19","12:22:31","4"
"1124","2020-07-19","21:11:12","4"
"1124","2020-07-21","13:23:35","4"
"1124","2020-07-21","20:07:32","4"
"1124","2020-07-21","21:29:42","4"
"1124","2020-07-21","23:52:11","4"
"1124","2020-07-22","15:50:28","4"
"1124","2020-07-22","17:49:31","4"
"1124","2020-07-22","21:02:44","4"
"1124","2021-11-26","11:29:03","5"
"1124","2021-11-27","19:19:45","5"
"1124","2021-11-28","17:07:30","5"
"1124","2021-11-28","23:26:38","5"
"1125","2020-07-11","19:28:18","6"
"1125","2020-07-12","10:27:36","6"
"1125","2020-07-12","17:15:08","6"
"1125","2020-07-12","19:15:40","6"
"1125","2020-07-13","12:56:04","6"
